file;title_en;type_en;text_en;title_fr;type_fr;text_fr
../TacticsCards/CAWDOR/Purification Through Blood.png;Purification Through Blood;Cawdor Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Choose a friendly House Cawdor Champion or
Leader. Until the end of this round, friendly
fighters that are within 6"" of this fighter and can
draw line of sight to them improve both their
WS and A characteristics by 1.";Purification par le sang;Cawdor;"Jouez cette tactique de gang pendant la phase de Priorité d’un tour, après le lancer de priorité, mais avant l’activation des combattants. Choisissez un champion ou un leader Cawdor allié. Jusqu'à la fin de ce tour, les combattants alliés qui se trouvent à moins de 6"" de ce combattant et peuvent leur tracer une ligne de vue vers lui peuvent améliorer leur Caractéristiques WS et A de 1."
../TacticsCards/CAWDOR/Purity Through Fire.png;Purity Through Fire;Cawdor Tactics;"Play this gang tactic when a friendly House
Cawdor fighter makes a Shoot (Basic) or Fight
(Basic) action using a weapon with the Blaze trait
Until the end of the fighter's activation, hit
targets become subject to the Blaze condition on
a 2+, rather than the usual 4+.";La pureté par le feu;Cawdor;Jouez cette tactique de gang lorsqu’un combattant allié Cawdor effectue un Tir (Basique) ou un combat (Basique) utilisant une arme avec le trait Blaze. Jusqu'à la fin de l'activation du combattant, ses cibles deviennent soumises à la condition Blaze sur un 2+, plutôt que le 4+ habituel.
../TacticsCards/CAWDOR/Redemption.png;| Redemption;Cawdor Tactics;"| Play when a friendly fighter is taken Out of
Action.

Centre the 3” Blast marker on the fighter |
that has just been taken Out of Action. All
models under the marker count as being hit
by a frag grenade.";Rachat;Cawdor;"Jouez lorsqu'un combattant allié est retiré mis hors de combat. Centrez le marqueur Blast de 3"" sur le combattant qui vient d'être mis Hors de combat. Tout les figurines touchées par le gabarit comptent comme étant touchées par une grenade à fragmentation."
../TacticsCards/CAWDOR/Reformation.png;Reformation;Cawdor Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Until the end of this round, friendly House
Cawdor fighters may perform Articles of Faith
chosen from a Path their gang does not follow.
If, however, your gang follows no particular
Path, discard this gang tactic and select another.";Réformation;Cawdor;Jouez cette tactique de gang pendant la phase de Priorité d’un tour, après le lancer de priorité, mais avant l’activation des combattants. Jusqu’à la fin de ce tour, les combattants Cawdor alliés peuvent accomplir des articles de foi choisi parmi un chemin que leur gang ne suit pas. Toutefois, si votre gang ne suit aucun Chemin, abandonnez cette tactique de gang et sélectionnez-en une autre.
../TacticsCards/CAWDOR/Righteous Day.png;Righteous Day;Cawdor Tactics;"Play at the start of any round.

For the duration of the round, all successful
wound rolls made against friendly fighter must
be re-rolled. However, friendly fighters not
engaged in melee must charge the nearest enemy
model if possible, or use their entire

activation to move as close to the enemy as
possible.";Jour de justice;Cawdor;Jouez au début d’un tour. Pendant toute la durée du round, tous les jets de blessure effectués et réussis contre un combattant allié doivent être relancé. Cependant, les combattants alliés non engagé en mêlée doivent charger l'ennemi le plus proche possible, ou utiliser l'intégralité de leur activation pour se rapprocher le plus possible de l’ennemi le plus proche.
../TacticsCards/CAWDOR/Rise Anew.png;Rise Anew;Cawdor Tactics;"Play this gang tactic when activating a Seriously
Injured friendly fighter.

This Fgh tes regains a single Wound and is no
longer Seriously Injured; instead the fighter
becomes Standing and Active. This fighter's
activation then ends.";Renaître;Cawdor;"Jouez cette tactique de gang lors de l'activation d'un Sérieusement combattant allié blessé. Ce Fgh tes regagne une seule Blessure et n'est pas plus gravement blessé; à la place le combattant devient Debout et Actif. Ce combattant l’activation se termine alors."
../TacticsCards/CAWDOR/Shielded by Faith.png;Shielded by Faith;Cawdor Tactics;"Play this gang tactic when a friendly House
Cawdor fighter is hit by a Blast weapon.

Roll a D6. On a 2+, the hit has no effect against
the chosen fighter. On a 1, they are affected as
normal but this gang tactic is not discarded.";Protégé par la foi;Cawdor;Jouez cette tactique de gang lorsqu'une maison amicale Le combattant Cawdor est touché par une arme Blast. Lancez un D6. Sur 2+, le coup n'a aucun effet contre le combattant choisi. Sur 1, ils sont affectés comme normal mais cette tactique de gang n’est pas écartée.
../TacticsCards/CAWDOR/Stirring Oration.png;Stirring Oration;Cawdor Tactics;"Play at the start of any round.

Choose one fen Leader or Champion model.
For the duration of the round, the Leading by
Example rule applies as long as the fighter can
draw line of sight to the chosen model. For this
round, the chosen Leader or Champion cannot
benefit from the effects of cover.";Harangue inspirante;Cawdor;Jouez au début d’un tour. Choisissez un modèle Fen Leader ou Champion. Pendant toute la durée du round, le leader par Un exemple de règle s'applique aussi longtemps que le combattant peut tracez une ligne de vue vers le modèle choisi. Pour cela tour, le Leader ou le Champion choisi ne peut pas bénéficier des effets de la garantie.
../TacticsCards/CAWDOR/The Emperor Protects (redacted).png;The Emperor Protects;Cawdor Tactics;"Play this card during the Priority phase of

any round, after Roll for Priority, but before
Ready Fighters.

Until the end of this round, all friendly House
Cawdor fighters gain a 5+ save roll that cannot
be modified in any way. However, if a fighter
attempts to use this save but the roll is failed, any
Injury dice that are subsequently rolled treat rolls
of Seriously Injured as Out of Action. A House
Cawdor fighter can choose not to make this save.";L'Empereur protège;Cawdor;Jouez cette carte pendant la phase de Priorité d’un round, après le jet de Priorité mais avant l’activation des combattants Prêts. Jusqu’à la fin de ce round, tous les combattants alliés de la Maison Cawdor gagnent une sauvegarde de 5+ qui ne peut être modifiée d’aucune manière. Toutefois, si un combattant tente d’utiliser cette sauvegarde et échoue, lancez un Dé de Blessure pour lui.
../TacticsCards/CAWDOR/The Price of Avarice.png;The Price of Avarice;Cawdor Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Until the end of this round, any enemy fighters
that are within 4"" of a friendly House Cawdor
fighter must re-roll successful Ammo checks to
see if their weapon goes Out of Ammo (they do
not have to re-roll Ammo checks made as part
of the Reload action).";Le prix de l’avarice;Cawdor;"Jouez cette tactique de gang pendant la phase de Priorité de un tour, après le lancer de priorité, mais avant activation des combattants Prêts. Jusqu'à la fin de ce tour, tous les combattants ennemis qui se trouvent à moins de 4"" d'une maison Cawdor amicale le combattant doit relancer ses tests de munitions réussis pour voir si leur arme est à court de munitions (ils le font pas besoin de relancer les contrôles de munitions effectués dans le cadre de l'action Recharger)."
../TacticsCards/CAWDOR/Unyielding Zeal.png;Unyielding Zeal;Cawdor Tactics;"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

Until the end of this round, every friendly House
Cawdor fighter currently on the battlefield gains
a +2 modifier to any Cool checks they are
required to make.";Un zèle inébranlable;Cawdor;Jouez cette tactique de gang pendant la phase de Priorité de un tour, après le lancer de priorité, mais avant activation des combattants Prêts. Jusqu'à la fin de ce tour, chaque Maison amie Le combattant Cawdor actuellement sur le champ de bataille gagne un modificateur de +2 à tous les contrôles de Cool qu'ils effectuent nécessaire de faire.
../TacticsCards/CAWDOR VEHICLES/Armoured by Faith.png;Armoured by Faith;Cawdor Vehicle Tactics;"Play this gang tactic after both gangs have
deployed before the first roll for Priority.
For the duration of the battle, D3 friendly
vehicles increase their Front Toughness by 1.";Armé par la foi;Véhicules Cawdor;Jouez cette tactique de gang une fois que les deux gangs ont déployé avant le premier lancer de Priorité. Pendant toute la durée de la bataille, D3 amical les véhicules augmentent leur endurance avant de 1.
../TacticsCards/CAWDOR VEHICLES/Beacon of Faith.png;Beacon of Faith;Cawdor Vehicle Tactics;"Play this gang tactic after both gangs have
deployed but before the first roll for Priority.
Select a friendly vehicle.

For the duration of this battle, while this vehicle
is not Wrecked, all friendly models within 9""
may apply a +1 modifier to all Cool checks.";Phare de la foi;Véhicules Cawdor;"Jouez cette tactique de gang une fois que les deux gangs ont déployé mais avant le premier jet de Priorité. Choisissez un véhicule convivial. Pendant toute la durée de cette bataille, alors que ce véhicule n'est pas détruit, toutes les figurines amies dans un rayon de 9"" peut appliquer un modificateur de +1 à tous les tests de Cool."
../TacticsCards/CAWDOR VEHICLES/Blessed Dodge.png;Blessed Dodge;Cawdor Vehicle Tactics;"Play this gang tactic when a friendly fighter fails
an Initiative check to avoid being run over by

a vehicle.

The fighter is considered to have passed the
Initiative check.";Esquive bénie;Véhicules Cawdor;Jouez cette tactique de gang lorsqu'un combattant allié échoue un test d’Initiative pour éviter de se faire écraser par un véhicule. Le combattant est considéré comme ayant réussi le Contrôle d'initiative.
../TacticsCards/CAWDOR VEHICLES/Cleansed by Fire.png;Cleansed by Fire;Cawdor Vehicle Tactics;"Play this gang tactic when activating a friendly
vehicle, before performing any actions.

The vehicle becomes subject to the Blaze
condition. Until the flames go out, any models
that either start their activation within 1"" or
move within 1"" of this vehicle during their
activation become subject to the Blaze condition
on a D6 roll of 3+.";Purifié par le feu;Véhicules Cawdor;"Jouez cette tactique de gang lors de l'activation d'un ami véhicule, avant d’effectuer toute action. Le véhicule devient sujet à l'incendie état. Jusqu'à ce que les flammes s'éteignent, tous les figurines qui démarrent son activation dans un délai de 1"" ou se déplacer à moins de 1"" de ce véhicule pendant leur l'activation devient soumise à la condition Blaze sur un jet de 3+ sur D6."
