file,title_en,type_en,text_en,title_fr,type_fr,text_fr
../TacticsCards/DELAQUE/Blinding Revelations.png,Blinding Revelations,Delaque Tactics,"Play this gang tactic when a friendly Delaque
fighter is taken Out of Action by a close combat
attack or by a Coup De Grace (Simple) action.
Before the fighter is removed from play, place

a large 5"" Blast marker, centred on the fighter.
All fighters touched by the marker are hit as if by
a weapon with the Flash trait.",,,
../TacticsCards/DELAQUE/Cloying Darkness.png,Cloying Darkness,Delaque Tactics,"Play this gang tactic when an enemy fighter
performs a Fight (Basic) action.

Darkness swirls around the enemy fighter,
seeming to grasp at their weapons. Apply a -D3
modifier to the fighter's Hit roll.",,,
../TacticsCards/DELAQUE/Confusion (redacted).png,Confusion,Delaque Tactics,"Play this card at the start of the battle, after both
sides have deployed, but before the first round.
Choose a fighter from opponent's starting crew
that is on the battlefield and place a marker on
their card. Choose one Melee weapon they're
equipped with. During this battle, when they
wish to use that weapon, they must first make an
Intelligence check. If the check is passed, they
may use the weapon as normal. If the check is
failed, their WS is treated as 6+ when making
attacks with that wapon during this activation.",,,
../TacticsCards/DELAQUE/Dancing Shadows.png,Dancing Shadows,Delaque Tactics,"| Play this card when an enemy fighter makes
a ranged attack.

The attacking enemy fighter must passan  _
Intelligence check. If they fail, the attack
automatically misses and their activation
ends.",,,
../TacticsCards/DELAQUE/Darkness Descends.png,Darkness Descends,Delaque Tactics,"Play at the start of any round other than the first,
after rolling for Priority.

At a pre-planned signal, the lights go out and the
battlefield is plunged into darkness. For the
remainder of the battle, the Pitch Black scenario
rules are in effect. During each End phase, your
opponent may roll a d6. On a 6, the Pitch Black
rules are lifted and the lights come back on.",,,
../TacticsCards/DELAQUE/Deceit.png,Deceit,Delaque Tactics,"Play this gang tactic during the Priority phase of
any round, after Roll for Priority, but before
Ready Fighters.

You may immediately reverse the results of the
Priority roll. In other words, you may choose to
take Priority if your opponent won the roll, or
you may choose to give your opponent Priority if
you won the roll.",,,
../TacticsCards/DELAQUE/Dirt on You.png,Dirt on You,Delaque Tactics,"Play at the start of the game, after both gangs
have been deployed.

Your gang has some information that is making
the Leader of the enemy gang particularly
twitchy. For the duration of the battle, your
opponent's Leader suffers a -1 modifier to any
Cool checks they must make. If your opponent's
leader is not available for this battle, discard this
card.",,,
../TacticsCards/DELAQUE/Disquieting Susurration.png,Disquieting Susurration,Delaque Tactics,"Play this gang tactic when a friendly Delaque
fighter fails their Willpower check to perform
a Wyrd Power action.

You may immediately re-roll the failed
Willpower check. However, you must accept
the result of the second roll, even if it is worse
than the first.",,,
../TacticsCards/DELAQUE/Distrust.png,| Distrust,Delaque Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before the
first round. Choose one enemy Ganger or

Juve. For the duration of this battle, fighters
belonging to both gangs treat that fighter as an
enemy fighter. Note that the opposing player still
treats this fighter as part of their crew, activating
them, performing actions and so forth, but in all
other regards the fighter is treated as an enemy
fighter and not as a part of the gang.",,,
../TacticsCards/DELAQUE/Eyes in the Dark.png,Eyes in the Dark,Delaque Tactics,"Play at the start of any round, after rolling for
Priority.

For the duration of the round, all friendly
fighters are treated as having photo goggles.
Friendly fighters already equipped with photo
goggles may instead ignore cover when making
a Shoot (Basic) action targeting a Standing and
Active enemy fighter. Note that this does not
apply if the action would be (Simple) or
(Double) for any reason.",,,
../TacticsCards/DELAQUE/Faceless.png,Faceless,Delaque Tactics,"| Play at the start of any round, after rolling
for Priority.

Choose two of your fighters anywhereon
the board. These fighters swap positions,
even if they are Engaged in melee. Leaders,
Champions, Brutes, Hired Guns, and
Seriously Injured fighters may not be moved
using this card.",,,
../TacticsCards/DELAQUE/Faces in the Gloom.png,Faces in the Gloom,Delaque Tactics,"Play this gang tactic when an enemy fighter
performs a Shoot (Basic) action.

Faces loom from the darkness of the underhive,
making the fighter think they are surrounded by
enemies. Apply a -D3 modifier to the fighter's
Hit roll.",,,
../TacticsCards/DELAQUE/Friend or Foe_.png,Friend or Foe?,Delaque Tactics,"Play at the start of any round, after rolling for
Priority.

Choose one of your fighters. For the duration of
the round, fighters on the enemy gang may not
target this fighter with any attacks. Additionally,
this fighter may move within 1"" of enemy
fighters, and vice versa. Should this fighter make
any attacks targeting an enemy fighter, this card
immediately expires.",,,
../TacticsCards/DELAQUE/Ghostly.png,Ghostly,Delaque Tactics,"Play this card when activating a fighter.

Tuck this card under the fighter's card.

While it is there, all ranged attacks targeting

this fighter suffer an additional -1 modifier
to the hit roll. In each End phase, roll a D6.
On a 1, the card is discarded.",,,
../TacticsCards/DELAQUE/Labyrinth.png,| Labyrinth,Delaque Tactics,"| Play at the start of the game, after both

gangs have been deployed.

You may immediately move D6 obstacles up
to 3"" in any direction. Alternatively, you

may either add or remove D3 obstacles.",,,
../TacticsCards/DELAQUE/Maddening Voices.png,Maddening Voices,Delaque Tactics,"Play this gang tactic when the opposing player
activates one of their fighters.

The activated fighter must immediately make a
Willpower check, applying a -1 modifier for each
of your Delaque fighters that is within 3"" of
them. If this check is failed, the activated fighter
immediately becomes subject to the Insane
condition (as described in the Necromunda
Rulebook).",,,
../TacticsCards/DELAQUE/Mass Infiltration.png,Mass Infiltration,Delaque Tactics,"| Play this card during deployment.

Choose D3 fighters in your crew. For the
duration of this battle, these fighters gain |
the Infiltrate skill",,,
../TacticsCards/DELAQUE/Over Here....png,Over Here...,Delaque Tactics,"Play when an enemy model makesa Move |
(Simple) action.

Instead of moving normally, the chosen |
enemy fighter moves D6"" in a direction
chosen by you, stopping if they come into
contact with any terrain. |",,,
../TacticsCards/DELAQUE/Perfect Disguises.png,Perfect Disguises,Delaque Tactics,"Play during the pre-battle sequence, during Step
Five: Choose Crews.

If the scenario uses the Random Selection (X)
method for choosing crews, you may add D3 to
the number shown in brackets.",,,
../TacticsCards/DELAQUE/Shadowfast.png,Shad owfast,Delaque Tactics,"Play this gang tactic when a friendly Delaque
fighter takes an enemy fighter Out of Action with
an attack as part of a Charge (Double) action.

If the fighter is no longer Engaged, they may
immediately make a free Move (Simple) action.
If the fighter is Engaged, they may immediately
make a free Fight (Basic) action instead.",,,
../TacticsCards/DELAQUE/Shape Shifting.png,Shape Shifting,Delaque Tactics,"Play this gang tactic when a friendly Delaque
fighter becomes Seriously Injured.

Immediately remove the Seriously Injured fighter
from the battlefield and replace them with
another member of the gang that is not currently
on the battlefield (i.e., a fighter that is not part of
your starting crew). Do not make a Lasting Injury
roll against the Seriously Injured fighter. Instead,
they go straight into Recovery as if a roll of 31-45,
Grievous Injury, had been made against them.",,,
../TacticsCards/DELAQUE/Shifting Shadows.png,Shifting Shadows,Delaque Tactics,"Play this gang tactic when activating a friendly
Delaque fighter.

The activated pphtes may immediately be
removed from the battlefield and replaced
anywhere within 4"" of its previous location.",,,
../TacticsCards/DELAQUE/Shooting at Shadows.png,Shooting at Shadows,Delaque Tactics,"Play this gang tactic when a friendly Delaque
fighter is hit by an enemy ranged attack.

Roll a D6. On a 2+, the hit has no effect against
the chosen fighter. On a 1, they are affected as
normal but this gang tactic is not discarded.",,,
../TacticsCards/DELAQUE/Sightblind Traps.png,Sightblind Traps,Delaque Tactics,"Play this gang tactic instead of activating a fighter
Place a Sightblind trap marker anywhere within
2"" of one of your fighters. When triggered roll

a D6, on a 4+ it is a Real Trap as detailed in the
rules for Hidden Traps.",,,
../TacticsCards/DELAQUE/Snakes in the Dark.png,Snakes in the Dark,Delaque Tactics,"Play this gang tactic at the start of the
Deployment step of the pre-battle sequence,
before any fighters have been deployed. If the
scenario requires you to deploy your gang first,
you may redeploy any number of your fighters
after your opponent has deployed their gang.

In other words, you may remove any number of
your fighters from the battlefield and deploy
them again. Redeployed fighters must follow the
deployment rules as determined by the scenario.",,,
../TacticsCards/DELAQUE/Vanish.png,Vanish,Delaque Tactics,"| Play during any End phase, immediately
after failing a Bottle test.

Remove all friendly models from the board, |
even if they are Engaged in melee. The game
then ends.",,,
../TacticsCards/DELAQUE/Web Traps.png,Web Traps,Delaque Tactics,"Play this gang tactic instead of activating a fighter
Place a Web trap marker anywhere within 2"" of
one of your penters: When triggered roll a D6,
on a 4+ it is a Real Trap as detailed in the rules
for Hidden Traps.",,,
../TacticsCards/DELAQUE/Whispered Threats.png,Whispered Threats,Delaque Tactics,"Play this gang tactic when the enemy gang makes
its first Bottle test of the battle.

The enemy player must make this Bottle test on
21D6, rather than the usual D6.",,,
../TacticsCards/DELAQUE/Whisperer.png,Whisperer,Delaque Tactics,"Play this gang tactic at the start of the battle,
after both sides have deployed, but before

the first round.

Choose a friendly Delaque fighter in your
starting crew. Until the end of this battle, that
fighter gains the Psychoteric Mastery and Non-
Sanctioned es special rules and knows one
Psychoteric Whisper of your choice. This does
not affect their Credits cost.",,,
../TacticsCards/ENFORCERS/Ankle Holster.png,Ankle Holster,Enforcers Tactics,"Play this card when activating a fighter.

Tuck this card under the fighter's card. While it
is there, the fighter may use their stub gun to
make Shoot (Simple) actions as well as or in
place of making Shoot (Basic) actions with

any other ranged weapon. If the Ammo symbol
is rolled on the Firepower dice, the card is
discarded.",,,
../TacticsCards/ENFORCERS/Appropriate Force.png,Appropriate Force,Enforcers Tactics,"Play this card when activating a fighter.

If this fighter makes a Fight (Basic) action, they
gain one additional attack. This attack must be
made with a weapon with the Melee trait and
cannot be made with a weapon with the Sidearm
trait. Roll for this attack separately and, if it hits,
is resolved at +1 Damage.",,,
../TacticsCards/ENFORCERS/Big Red Key.png,Big Red Key,Enforcers Tactics,"Play at the start of any round. |
For the duration of this round, any Force |
Door (Basic) actions taken by friendly |
fighters automatically succeed.",,,
